"Country or Area","Year(s)","GENDER","Value","Value Footnotes"
"Finland","2007","Male","97.2",""
"Finland","2006","Female","97.2",""
"Finland","2006","Male","96.7",""
"Finland","2005","Female","97.6",""
"Finland","2005","Male","97.5",""
"Finland","2004","Female","97.8",""
"Finland","2004","Male","98.1",""
"Finland","2003","Female","98.8",""
"Finland","2003","Male","99.0",""
"Finland","2002","Female","99.6",""
"Finland","2002","Male","99.6",""
"Finland","2001","Female","99.8",""
"Finland","2001","Male","99.7",""
"France","2010","Female","99.3",""
"France","2010","Male","99.1",""
"France","2006","Female","99.3",""
"France","2006","Male","99.1",""
"France","2005","Female","99.5",""
"France","2005","Male","99.1",""
"France","2004","Female","99.8",""
"France","2004","Male","99.3",""
"France","2003","Female","99.8",""
"France","2003","Male","99.4",""
"France","2002","Female","99.8",""
"France","2002","Male","99.4",""
"France","2001","Female","99.8",""
"France","2001","Male","99.5",""
"France","2000","Female","99.8",""
"France","2000","Male","99.5",""
"Gambia","2011","Female","71.3",""
"Gambia","2011","Male","67.9",""
"Gambia","2010","Female","70.4","1"
"Gambia","2010","Male","68.2","1"
"Gambia","2009","Female","75.6",""
"Gambia","2009","Male","71.8",""
"Gambia","2008","Female","72.5","1"
"Gambia","2008","Male","67.6","1"
"Gambia","2007","Female","75.7","1"
"Gambia","2007","Male","71.8","1"
"Gambia","2006","Female","75.2",""
"Gambia","2006","Male","71.9",""
"Gambia","2005","Female","70.7",""
"Gambia","2005","Male","67.4",""
"Gambia","2004","Female","72.4",""
"Gambia","2004","Male","70.5",""
"Gambia","2003","Female","70.7",""
"Gambia","2003","Male","71.3",""
"Gambia","2002","Female","64.9",""
"Gambia","2002","Male","69.6",""
"Gambia","2001","Female","66.6",""
"Gambia","2001","Male","71.4",""
"Gambia","2000","Female","64.3",""
"Gambia","2000","Male","71.5",""
"Georgia","2007","Female","94.2",""
"Georgia","2007","Male","96.3",""
"Georgia","2006","Female","95.2",""
"Georgia","2006","Male","94.0",""
"Georgia","2005","Female","89.5","1"
"Georgia","2005","Male","91.5","1"
"Georgia","2004","Female","88.3","1"
"Georgia","2004","Male","92.1","1"
"Ghana","2012","Female","81.7",""
"Ghana","2012","Male","83.5",""
"Ghana","2011","Female","84.8",""
"Ghana","2011","Male","83.9",""
"Ghana","2009","Female","77.4",""
"Ghana","2009","Male","76.6",""
"Ghana","2008","Female","78.9",""
"Ghana","2008","Male","77.8",""
"Ghana","2007","Female","73.0",""
"Ghana","2007","Male","72.3",""
"Ghana","2006","Female","67.6","1"
"Ghana","2006","Male","66.7","1"
"Ghana","2005","Female","67.2","1"
"Ghana","2005","Male","67.6","1"
"Ghana","2004","Female","60.7","1"
"Ghana","2004","Male","60.0","1"
"Ghana","2003","Female","65.0","1"
"Ghana","2003","Male","64.5","1"
"Ghana","2002","Female","62.1","1"
"Ghana","2002","Male","62.4","1"
"Ghana","2001","Female","59.4",""
"Ghana","2001","Male","60.0",""
"Ghana","2000","Female","64.2","1"
"Ghana","2000","Male","65.7","1"
"Greece","2010","Female","99.3",""
"Greece","2010","Male","98.8",""
"Greece","2007","Female","98.7",""
"Greece","2007","Male","98.3",""
"Greece","2006","Female","98.8",""
"Greece","2006","Male","98.7",""
"Greece","2005","Female","99.2",""
"Greece","2005","Male","99.3",""
"Greece","2003","Female","99.6",""
"Greece","2003","Male","99.5",""
"Greece","2002","Female","98.4",""
"Greece","2002","Male","98.5",""
"Greece","2001","Female","97.2",""
"Greece","2001","Male","96.8",""
"Greece","2000","Female","97.9",""
"Greece","2000","Male","97.6",""
"Grenada","2009","Female","99.3",""
"Grenada","2009","Male","95.7",""
"Grenada","2008","Female","96.6",""
"Grenada","2008","Male","95.2",""
"Grenada","2007","Female","94.0",""
"Grenada","2007","Male","93.0",""
"Grenada","2004","Female","98.7",""
"Grenada","2004","Male","98.5",""
"Grenada","2001","Female","86.4","1"
"Grenada","2001","Male","95.0","1"
"Grenada","2000","Female","79.8","1"
"Grenada","2000","Male","86.6","1"
"Guatemala","2010","Female","97.5",""
"Guatemala","2010","Male","98.6",""
"Guatemala","2009","Female","97.6",""
"Guatemala","2009","Male","99.6",""
"Guatemala","2008","Female","95.3",""
"Guatemala","2008","Male","98.3",""
"Guatemala","2007","Female","95.5","1"
"Guatemala","2007","Male","99.0","1"
"Guatemala","2006","Female","94.4","1"
"Guatemala","2006","Male","98.4","1"
"Guatemala","2005","Female","92.9","1"
"Guatemala","2005","Male","97.2","1"
"Guatemala","2004","Female","91.3","1"
"Guatemala","2004","Male","96.1","1"
"Guatemala","2003","Female","88.9","1"
"Guatemala","2003","Male","94.0","1"
"Guatemala","2002","Female","86.5",""
"Guatemala","2002","Male","91.9",""
"Guatemala","2001","Female","82.7","1"
"Guatemala","2001","Male","89.0","1"
"Guatemala","2000","Female","83.4","1"
"Guatemala","2000","Male","90.0","1"
"Guinea","2011","Female","77.9",""
"Guinea","2011","Male","88.9",""
"Guinea","2010","Female","72.1",""
"Guinea","2010","Male","85.2",""
"Guinea","2009","Female","70.4","1"
"Guinea","2009","Male","81.1","1"
"Guinea","2008","Female","68.5","1"
"Guinea","2008","Male","79.1","1"
"Guinea","2007","Female","69.2",""
"Guinea","2007","Male","79.7",""
"Guinea","2006","Female","66.5",""
"Guinea","2006","Male","77.2",""
"Guinea","2005","Female","62.9",""
"Guinea","2005","Male","75.0",""
"Guinea","2004","Female","59.8",""
"Guinea","2004","Male","72.9",""
"Guinea","2003","Female","55.9",""
"Guinea","2003","Male","69.6",""
"Guinea","2002","Female","51.5",""
"Guinea","2002","Male","65.8",""
"Guinea","2001","Female","43.9","1"
"Guinea","2001","Male","57.4","1"
"Guinea","2000","Female","39.8","1"
"Guinea","2000","Male","53.8","1"
"Guinea-Bissau","2010","Female","73.3",""
"Guinea-Bissau","2010","Male","76.7",""
"Guinea-Bissau","2000","Female","42.6","1"
"Guinea-Bissau","2000","Male","59.7","1"
"Guyana","2011","Female","84.5",""
"Guyana","2011","Male","81.0",""
"Guyana","2010","Female","85.9",""
"Guyana","2010","Male","82.4",""
"Guyana","2009","Female","83.3",""
"Guyana","2009","Male","80.2",""
"Guyana","2008","Female","90.5","1"
"Guyana","2008","Male","86.7","1"
"Guyana","2003","Female","98.4","1"
"Guyana","2003","Male","98.1","1"
"Honduras","2011","Female","98.0",""
"Honduras","2011","Male","96.5",""
"Honduras","2010","Female","97.0","1"
"Honduras","2010","Male","94.8","1"
"Honduras","2009","Female","97.5",""
"Honduras","2009","Male","95.5",""
"Honduras","2008","Female","97.1","1"
"Honduras","2008","Male","95.1","1"
"Honduras","2007","Female","93.9","1"
"Honduras","2007","Male","92.4","1"
"Honduras","2006","Female","97.1","1"
"Honduras","2006","Male","95.3","1"
"Honduras","2005","Female","93.1","1"
"Honduras","2005","Male","91.3","1"
"Honduras","2004","Female","96.8","1"
"Honduras","2004","Male","94.9","1"
"Honduras","2000","Female","89.2","1"
"Honduras","2000","Male","88.4","1"
"Hungary","2010","Female","98.3",""
"Hungary","2010","Male","97.8",""
"Hungary","2009","Female","98.1",""
"Hungary","2009","Male","97.8",""
"Hungary","2008","Female","97.2",""
"Hungary","2008","Male","97.4",""
"Hungary","2007","Female","96.1",""
"Hungary","2007","Male","96.4",""
"Hungary","2006","Female","96.7",""
"Hungary","2006","Male","96.8",""
"Hungary","2005","Female","96.5",""
"Hungary","2005","Male","96.7",""
"Hungary","2004","Female","96.3",""
"Hungary","2004","Male","96.0",""
"Hungary","2003","Female","96.8",""
"Hungary","2003","Male","96.6",""
"Hungary","2002","Female","98.2",""
"Hungary","2002","Male","97.7",""
"Hungary","2001","Female","98.1",""
"Hungary","2001","Male","97.6",""
"Hungary","2000","Female","97.7",""
"Hungary","2000","Male","97.3",""
"Iceland","2010","Female","99.2",""
"Iceland","2010","Male","98.8",""
"Iceland","2009","Female","99.6",""
"Iceland","2009","Male","99.3",""
"Iceland","2008","Female","99.0",""
"Iceland","2008","Male","98.6",""
"Iceland","2007","Female","98.3",""
"Iceland","2007","Male","97.8",""
"Iceland","2006","Female","97.4",""
"Iceland","2006","Male","98.5",""
"Iceland","2005","Female","96.7",""
"Iceland","2005","Male","99.0",""
"Iceland","2004","Female","96.8",""
"Iceland","2004","Male","98.9",""
"Iceland","2003","Female","98.5",""
"Iceland","2003","Male","100.0",""
"Iceland","2001","Female","99.1",""
"Iceland","2001","Male","100.0",""
"Iceland","2000","Female","98.3",""
"Iceland","2000","Male","100.0",""
"India","2008","Female","97.6",""
"India","2008","Male","98.6",""
"India","2007","Female","94.2","1"
"India","2007","Male","97.8","1"
"India","2006","Female","92.6","1"
"India","2006","Male","96.9","1"
"India","2005","Female","92.3","1"
"India","2005","Male","96.4","1"
"India","2004","Female","93.5","1"
"India","2004","Male","96.4","1"
"India","2003","Female","86.2","1"
"India","2003","Male","89.7","1"
"India","2002","Female","76.7","1"
"India","2002","Male","88.9","1"
"India","2001","Female","76.4","1"
"India","2001","Male","89.6","1"
"India","2000","Female","75.9","1"
"India","2000","Male","90.4","1"
"Indonesia","2005","Female","93.5","1"
"Indonesia","2005","Male","96.7","1"
"Indonesia","2004","Female","95.4",""
"Indonesia","2004","Male","97.3",""
"Indonesia","2003","Female","95.0",""
"Indonesia","2003","Male","96.7",""
"Indonesia","2002","Female","94.9",""
"Indonesia","2002","Male","95.7",""
"Indonesia","2001","Female","94.5",""
"Indonesia","2001","Male","95.8",""
"Indonesia","2000","Female","92.3","1"
"Indonesia","2000","Male","95.6","1"
"Iran (Islamic Republic of)","2005","Female","95.7","1"
"Iran (Islamic Republic of)","2005","Male","97.6","1"
"Iran (Islamic Republic of)","2004","Female","95.1","1"
"Iran (Islamic Republic of)","2004","Male","98.1","1"
"Iran (Islamic Republic of)","2003","Female","91.7","1"
"Iran (Islamic Republic of)","2003","Male","95.1","1"
"Iran (Islamic Republic of)","2002","Female","91.9","1"
"Iran (Islamic Republic of)","2002","Male","96.1","1"
"Iran (Islamic Republic of)","2000","Female","84.2","1"
"Iran (Islamic Republic of)","2000","Male","87.1","1"
"Iraq","2007","Female","83.7","1"
"Iraq","2007","Male","94.5","1"
"Iraq","2004","Female","84.8",""
"Iraq","2004","Male","96.8",""
"Iraq","2003","Female","86.5","1"
"Iraq","2003","Male","98.1","1"
"Iraq","2001","Female","80.6","1"
"Iraq","2001","Male","92.9","1"
"Iraq","2000","Female","81.0",""
"Iraq","2000","Male","93.4",""
"Ireland","2010","Female","100.0",""
"Ireland","2010","Male","99.4",""
"Ireland","2001","Female","99.2",""
"Ireland","2001","Male","98.9",""
"Ireland","2000","Female","99.9",""
"Ireland","2000","Male","99.7",""
"Israel","2010","Female","97.8",""
"Israel","2010","Male","97.0",""
"Israel","2009","Female","97.3",""
"Israel","2009","Male","96.7",""
"Israel","2008","Female","97.7",""
"Israel","2008","Male","96.9",""
"Israel","2007","Female","97.8",""
"Israel","2007","Male","96.8",""
"Israel","2006","Female","97.5",""
"Israel","2006","Male","96.6",""
"Israel","2005","Female","97.9",""
"Israel","2005","Male","97.2",""
"Israel","2004","Female","98.0",""
"Israel","2004","Male","97.4",""
"Israel","2003","Female","98.2",""
"Israel","2003","Male","98.0",""
"Israel","2002","Female","98.1",""
"Israel","2002","Male","97.9",""
"Israel","2001","Female","98.4",""
"Israel","2001","Male","98.2",""
"Israel","2000","Female","97.6",""
"Israel","2000","Male","98.1",""
"Italy","2010","Female","98.5",""
"Italy","2010","Male","99.6",""
"Italy","2009","Female","99.2",""
"Italy","2009","Male","99.6",""
"Italy","2008","Female","99.4",""
"Italy","2008","Male","99.6",""
"Italy","2007","Female","99.3",""
"Italy","2007","Male","99.7",""
"Italy","2006","Female","99.0",""
"Italy","2006","Male","99.7",""
"Italy","2005","Female","98.9",""
"Italy","2005","Male","99.7",""
"Italy","2004","Female","98.9",""
"Italy","2004","Male","99.4",""
"Italy","2003","Female","99.1",""
"Italy","2003","Male","99.8",""
"Italy","2002","Female","99.3",""
"Italy","2002","Male","99.7",""
"Italy","2001","Female","99.5",""
"Italy","2001","Male","99.8",""
"Italy","2000","Female","99.7","1"
"Italy","2000","Male","99.8","1"
"Jamaica","2010","Female","81.4",""
"Jamaica","2010","Male","83.4",""
"Jamaica","2009","Female","81.9",""
"Jamaica","2009","Male","83.8",""
"Jamaica","2008","Female","81.7",""
"Jamaica","2008","Male","83.9",""
"Jamaica","2007","Female","80.6","1"
"Jamaica","2007","Male","81.9","1"
"Jamaica","2005","Female","88.3","1"
"Jamaica","2005","Male","89.7","1"
"Jamaica","2004","Female","91.5",""
"Jamaica","2004","Male","91.7",""
"Jamaica","2003","Female","90.7","1"
"Jamaica","2003","Male","90.5","1"
"Jamaica","2002","Female","92.4",""
"Jamaica","2002","Male","92.2",""
"Jamaica","2001","Female","92.9","1"
"Jamaica","2001","Male","93.2","1"
"Jamaica","2000","Female","93.7","1"
"Jamaica","2000","Male","94.0","1"
"Jordan","2010","Female","90.7",""
"Jordan","2010","Male","90.8",""
"Jordan","2008","Female","94.7","1"
"Jordan","2008","Male","93.1","1"
"Jordan","2007","Female","97.4",""
"Jordan","2007","Male","95.3",""
"Jordan","2000","Female","95.3",""
"Jordan","2000","Male","93.9",""
"Kazakhstan","2012","Female","99.6",""
"Kazakhstan","2012","Male","99.6",""
"Kazakhstan","2011","Female","99.7",""
"Kazakhstan","2011","Male","99.4",""
"Kazakhstan","2009","Female","99.6",""
"Kazakhstan","2009","Male","98.9",""
"Kazakhstan","2008","Female","99.5",""
"Kazakhstan","2008","Male","98.4",""
"Kazakhstan","2007","Female","99.4",""
"Kazakhstan","2007","Male","98.2",""
"Kazakhstan","2006","Female","99.3",""
"Kazakhstan","2006","Male","97.4",""
"Kazakhstan","2005","Female","99.3",""
"Kazakhstan","2005","Male","97.8",""
"Kazakhstan","2004","Female","99.2",""
"Kazakhstan","2004","Male","98.0",""
"Kazakhstan","2003","Female","99.2",""
"Kazakhstan","2003","Male","97.8",""
"Kazakhstan","2002","Female","99.1",""
"Kazakhstan","2002","Male","98.0",""
"Kazakhstan","2001","Female","97.8",""
"Kazakhstan","2001","Male","96.7",""
"Kazakhstan","2000","Female","95.3","1"
"Kazakhstan","2000","Male","92.8","1"
"Kenya","2009","Female","84.5","1"
"Kenya","2009","Male","83.5","1"
"Kenya","2008","Female","83.4",""
"Kenya","2008","Male","82.3",""
"Kenya","2007","Female","87.0","1"
"Kenya","2007","Male","87.0","1"
"Kenya","2006","Female","76.5",""
"Kenya","2006","Male","75.2",""
"Kenya","2005","Female","76.2",""
"Kenya","2005","Male","75.7",""
"Kenya","2004","Female","74.1",""
"Kenya","2004","Male","74.0",""
"Kenya","2003","Female","75.0",""
"Kenya","2003","Male","74.7",""
"Kenya","2002","Female","62.8",""
"Kenya","2002","Male","62.0",""
"Kenya","2001","Female","68.1",""
"Kenya","2001","Male","66.3",""
"Kenya","2000","Female","66.7","1"
"Kenya","2000","Male","64.7","1"
"Kuwait","2008","Female","100.0",""
"Kuwait","2008","Male","96.6",""
"Kuwait","2007","Female","99.2",""
"Kuwait","2007","Male","96.4",""
"Kuwait","2005","Female","100.0",""
"Kuwait","2005","Male","98.0",""
"Kuwait","2002","Female","99.7",""
"Kuwait","2002","Male","99.9",""
"Kuwait","2001","Female","97.5","1"
"Kuwait","2001","Male","94.9","1"
"Kuwait","2000","Female","96.5","1"
"Kuwait","2000","Male","94.9","1"
"Kyrgyzstan","2011","Female","95.8",""
"Kyrgyzstan","2011","Male","96.3",""
"Kyrgyzstan","2010","Female","95.1",""
"Kyrgyzstan","2010","Male","95.5",""
"Kyrgyzstan","2009","Female","94.1",""
"Kyrgyzstan","2009","Male","93.7",""
"Kyrgyzstan","2008","Female","94.3",""
"Kyrgyzstan","2008","Male","94.2",""
"Kyrgyzstan","2007","Female","95.0",""
"Kyrgyzstan","2007","Male","94.8",""
"Kyrgyzstan","2006","Female","96.3",""
"Kyrgyzstan","2006","Male","96.3",""
"Kyrgyzstan","2005","Female","95.6",""
"Kyrgyzstan","2005","Male","95.3",""
"Kyrgyzstan","2004","Female","98.1","1"
"Kyrgyzstan","2004","Male","97.7","1"
"Kyrgyzstan","2003","Female","92.9","1"
"Kyrgyzstan","2003","Male","93.5","1"
"Kyrgyzstan","2002","Female","92.7","1"
"Kyrgyzstan","2002","Male","93.6","1"
"Kyrgyzstan","2001","Female","92.6","1"
"Kyrgyzstan","2001","Male","93.5","1"
"Kyrgyzstan","2000","Female","92.2","1"
"Kyrgyzstan","2000","Male","92.5","1"
"Lao People's Democratic Republic","2011","Female","96.4",""
"Lao People's Democratic Republic","2011","Male","98.2",""
"Lao People's Democratic Republic","2010","Female","95.4",""
"Lao People's Democratic Republic","2010","Male","98.1",""
"Lao People's Democratic Republic","2009","Female","90.2",""
"Lao People's Democratic Republic","2009","Male","92.9",""
"Lao People's Democratic Republic","2008","Female","87.0","1"
"Lao People's Democratic Republic","2008","Male","90.8","1"
"Lao People's Democratic Republic","2007","Female","84.1","1"
"Lao People's Democratic Republic","2007","Male","88.6","1"
"Lao People's Democratic Republic","2006","Female","81.4",""
"Lao People's Democratic Republic","2006","Male","86.3",""
"Lao People's Democratic Republic","2005","Female","80.2",""
"Lao People's Democratic Republic","2005","Male","84.9",""
"Lao People's Democratic Republic","2004","Female","79.0",""
"Lao People's Democratic Republic","2004","Male","84.1",""
"Lao People's Democratic Republic","2003","Female","77.9",""
"Lao People's Democratic Republic","2003","Male","84.2",""
"Lao People's Democratic Republic","2002","Female","75.3",""
"Lao People's Democratic Republic","2002","Male","81.7",""
"Lao People's Democratic Republic","2001","Female","74.3",""
"Lao People's Democratic Republic","2001","Male","80.5",""
"Lao People's Democratic Republic","2000","Female","74.7",""
"Lao People's Democratic Republic","2000","Male","81.3",""
"Latvia","2011","Female","96.5",""
"Latvia","2011","Male","95.0",""
"Latvia","2010","Female","96.8",""
"Latvia","2010","Male","95.0",""
"Latvia","2009","Female","95.1",""
"Latvia","2009","Male","94.1",""
"Latvia","2008","Female","94.3",""
"Latvia","2008","Male","94.3",""
"Lebanon","2011","Female","96.8",""
"Lebanon","2011","Male","97.3",""
"Lebanon","2010","Female","92.9",""
"Lebanon","2010","Male","93.5",""
"Lebanon","2009","Female","89.1",""
"Lebanon","2009","Male","90.3",""
"Lebanon","2008","Female","88.0","2"
"Lebanon","2008","Male","88.4","2"
"Lebanon","2007","Female","87.7",""
"Lebanon","2007","Male","88.1",""
"Lebanon","2006","Female","87.6",""
"Lebanon","2006","Male","88.0",""
"Lesotho","2011","Female","75.9",""
"Lesotho","2011","Male","73.1",""
"Lesotho","2010","Female","75.3",""
"Lesotho","2010","Male","72.2",""
"Lesotho","2009","Female","74.3",""
"Lesotho","2009","Male","70.2",""
"Lesotho","2008","Female","73.8",""
"Lesotho","2008","Male","70.6",""
"Lesotho","2007","Female","72.7",""
"Lesotho","2007","Male","69.6",""
"Lesotho","2006","Female","72.4",""
"Lesotho","2006","Male","69.2",""
"Lesotho","2005","Female","75.6",""
"Lesotho","2005","Male","71.3",""
"Lesotho","2004","Female","76.5",""
"Lesotho","2004","Male","71.9",""
"Lesotho","2003","Female","79.1",""
"Lesotho","2003","Male","73.8",""
"Lesotho","2002","Female","79.1",""
"Lesotho","2002","Male","73.6",""
"Lesotho","2001","Female","79.1",""
"Lesotho","2001","Male","73.1",""
"Lesotho","2000","Female","79.2",""
"Lesotho","2000","Male","73.3",""
"Liberia","2011","Female","39.9",""
"Liberia","2011","Male","42.3",""
"Liberia","2009","Female","39.1",""
"Liberia","2009","Male","42.5",""
"Liberia","2008","Female","42.1",""
"Liberia","2008","Male","44.9",""
"Liberia","2006","Female","36.3",""
"Liberia","2006","Male","36.4",""
"Lithuania","2011","Female","93.5",""
"Lithuania","2011","Male","93.6",""
"Lithuania","2010","Female","95.8",""
"Lithuania","2010","Male","95.6",""
"Lithuania","2009","Female","96.9",""
"Lithuania","2009","Male","96.5",""
"Lithuania","2008","Female","96.1",""
"Lithuania","2008","Male","96.1",""
"Lithuania","2007","Female","94.7",""
"Lithuania","2007","Male","94.1",""
"Lithuania","2006","Female","92.5",""
"Lithuania","2006","Male","92.0",""
"Lithuania","2005","Female","91.5",""
"Lithuania","2005","Male","90.4",""
"Lithuania","2004","Female","91.8",""
"Lithuania","2004","Male","91.7",""
"Lithuania","2003","Female","95.0",""
"Lithuania","2003","Male","94.5",""
"Lithuania","2002","Female","97.8",""
"Lithuania","2002","Male","97.9",""
"Lithuania","2001","Female","98.1",""
"Lithuania","2001","Male","98.2",""
"Lithuania","2000","Female","98.2",""
"Lithuania","2000","Male","97.8",""
"Luxembourg","2010","Female","95.7",""
"Luxembourg","2010","Male","93.6",""
"Luxembourg","2008","Female","97.6",""
"Luxembourg","2008","Male","96.1",""
"Luxembourg","2007","Female","98.4",""
"Luxembourg","2007","Male","97.3",""
"Luxembourg","2006","Female","98.8",""
"Luxembourg","2006","Male","97.8",""
"Luxembourg","2005","Female","98.6",""
"Luxembourg","2005","Male","97.8",""
"Luxembourg","2004","Female","97.3","1"
"Luxembourg","2004","Male","96.9","1"
"Luxembourg","2003","Female","96.6","1"
"Luxembourg","2003","Male","96.2","1"
"Luxembourg","2002","Female","97.5",""
"Luxembourg","2002","Male","97.2",""
"Luxembourg","2001","Female","97.2",""
"Luxembourg","2001","Male","96.7",""
"Luxembourg","2000","Female","98.1",""
"Luxembourg","2000","Male","96.0",""
"Madagascar","2003","Female","79.8",""
"Madagascar","2003","Male","79.3",""
"Madagascar","2002","Female","70.0",""
"Madagascar","2002","Male","69.1",""
"Madagascar","2001","Female","69.1",""
"Madagascar","2001","Male","68.3",""
"Madagascar","2000","Female","67.6",""
"Madagascar","2000","Male","66.8",""
"Malawi","2007","Female","97.6",""
"Malawi","2007","Male","91.0",""
"Malaysia","2005","Female","95.9",""
"Malaysia","2005","Male","95.9",""
"Malaysia","2004","Female","96.5",""
"Malaysia","2004","Male","96.6",""
"Malaysia","2003","Female","94.8",""
"Malaysia","2003","Male","95.1",""
"Malaysia","2002","Female","95.0",""
"Malaysia","2002","Male","95.2",""
"Malaysia","2001","Female","96.8",""
"Malaysia","2001","Male","96.8",""
"Malaysia","2000","Female","97.8",""
"Malaysia","2000","Male","97.8",""
"Maldives","2011","Female","95.1",""
"Maldives","2011","Male","94.1",""
"Maldives","2010","Female","96.5",""
"Maldives","2010","Male","96.5",""
"Maldives","2008","Female","97.2",""
"Maldives","2008","Male","97.2",""
"Maldives","2007","Female","97.6",""
"Maldives","2007","Male","96.7",""
"Maldives","2006","Female","98.1",""
"Maldives","2006","Male","98.0",""
"Maldives","2005","Female","98.4",""
"Maldives","2005","Male","97.6",""
"Maldives","2002","Female","98.6","1"
"Maldives","2002","Male","96.7","1"
"Maldives","2001","Female","98.7",""
"Maldives","2001","Male","96.8",""
"Maldives","2000","Female","99.2","1"
"Maldives","2000","Male","98.0","1"
"Mali","2011","Female","62.6",""
"Mali","2011","Male","71.6",""
"Mali","2010","Female","60.8",""
"Mali","2010","Male","70.6",""
"Mali","2009","Female","59.2",""
"Mali","2009","Male","69.7",""
"Mali","2007","Female","52.3","1"
"Mali","2007","Male","62.7","1"
"Mali","2006","Female","50.2","1"
"Mali","2006","Male","60.9","1"
"Mali","2005","Female","48.5","1"
"Mali","2005","Male","60.2","1"
"Mali","2004","Female","45.7","1"
"Mali","2004","Male","53.5","1"
"Mali","2003","Female","43.4","1"
"Mali","2003","Male","55.6","1"
"Mali","2002","Female","43.4","1"
"Mali","2002","Male","55.5","1"
"Malta","2010","Female","94.3",""
"Malta","2010","Male","93.3",""
"Malta","2009","Female","89.3",""
"Malta","2009","Male","88.5",""
"Malta","2008","Female","92.4",""
"Malta","2008","Male","91.4",""
"Malta","2007","Female","91.5",""
"Malta","2007","Male","91.4",""
"Malta","2005","Female","89.3",""
"Malta","2005","Male","90.9",""
"Malta","2004","Female","92.1",""
"Malta","2004","Male","93.2",""
"Malta","2003","Female","91.6",""
"Malta","2003","Male","92.7",""
"Malta","2002","Female","92.2",""
"Malta","2002","Male","92.7",""
"Malta","2001","Female","93.1",""
"Malta","2001","Male","93.1",""
"Malta","2000","Female","94.4",""
"Malta","2000","Male","93.1",""
"Marshall Islands","2002","Female","97.5",""
"Marshall Islands","2002","Male","98.7",""
"Mauritania","2011","Female","77.4",""
"Mauritania","2011","Male","73.3",""
"Mauritania","2010","Female","76.0","1"
"Mauritania","2010","Male","72.8","1"
"Mauritania","2009","Female","75.2",""
"Mauritania","2009","Male","72.2",""
"Mauritania","2008","Female","76.0","1"
"Mauritania","2008","Male","72.4","1"
"Mauritania","2007","Female","78.9","1"
"Mauritania","2007","Male","76.1","1"
"Mauritania","2006","Female","77.4",""
"Mauritania","2006","Male","75.4",""
"Mauritania","2005","Female","74.5",""
"Mauritania","2005","Male","72.3",""
"Mauritania","2004","Female","75.2","1"
"Mauritania","2004","Male","73.9","1"
"Mauritania","2003","Female","67.4","1"
"Mauritania","2003","Male","67.2","1"
"Mauritania","2002","Female","65.5","1"
"Mauritania","2002","Male","66.5","1"
"Mauritania","2001","Female","63.3","1"
"Mauritania","2001","Male","65.8","1"
"Mauritania","2000","Female","60.2","1"
"Mauritania","2000","Male","62.0","1"
"Mexico","2011","Female","99.9",""
"Mexico","2011","Male","99.1",""
"Mexico","2010","Female","99.9",""
"Mexico","2010","Male","99.2",""
"Mexico","2009","Female","99.8",""
"Mexico","2009","Male","99.4",""
"Mexico","2008","Female","99.6",""
"Mexico","2008","Male","99.4",""
"Mexico","2007","Female","99.6",""
"Mexico","2007","Male","99.3",""
"Mexico","2006","Female","99.8",""
"Mexico","2006","Male","99.5",""
"Mexico","2005","Female","99.8",""
"Mexico","2005","Male","99.3",""
"Mexico","2004","Female","99.9",""
"Mexico","2004","Male","99.2",""
"Mexico","2003","Female","99.9",""
"Mexico","2003","Male","99.2",""
"Mexico","2002","Female","99.9","1"
"Mexico","2002","Male","99.1","1"
"Mexico","2001","Female","99.9","1"
"Mexico","2001","Male","99.0","1"
"Mexico","2000","Female","99.9","1"
"Mexico","2000","Male","99.1","1"
"Mongolia","2011","Female","98.2",""
"Mongolia","2011","Male","99.4",""
"Mongolia","2010","Female","98.5","1"
"Mongolia","2010","Male","99.6","1"
"Mongolia","2009","Female","96.9",""
"Mongolia","2009","Male","97.3",""
"Mongolia","2008","Female","96.7",""
"Mongolia","2008","Male","97.0",""
"Mongolia","2007","Female","94.3",""
"Mongolia","2007","Male","93.8",""
"Mongolia","2006","Female","95.5",""
"Mongolia","2006","Male","94.1",""
"Mongolia","2005","Female","91.4",""
"Mongolia","2005","Male","90.1",""
"Mongolia","2004","Female","92.2",""
"Mongolia","2004","Male","92.2",""
"Mongolia","2003","Female","86.1",""
"Mongolia","2003","Male","85.0",""
"Mongolia","2002","Female","93.6",""
"Mongolia","2002","Male","91.6",""
"Mongolia","2001","Female","94.6",""
"Mongolia","2001","Male","92.1",""
"Mongolia","2000","Female","92.8",""
"Mongolia","2000","Male","90.9",""
"Montenegro","2012","Female","95.0",""
"Montenegro","2012","Male","94.1",""
"Montenegro","2011","Female","95.4",""
"Montenegro","2011","Male","96.7",""
"Morocco","2005","Female","85.4","1"
"Morocco","2005","Male","90.0","1"
"Morocco","2004","Female","84.6","1"
"Morocco","2004","Male","89.2","1"
"Morocco","2003","Female","84.5","1"
"Morocco","2003","Male","89.6","1"
"Morocco","2002","Female","82.5",""
"Morocco","2002","Male","88.4",""
"Morocco","2001","Female","77.1","1"
"Morocco","2001","Male","84.3","1"
"Morocco","2000","Female","71.6","1"
"Morocco","2000","Male","80.7","1"
"Mozambique","2011","Female","87.6",""
"Mozambique","2011","Male","92.1",""
"Mozambique","2010","Female","89.4",""
"Mozambique","2010","Male","94.6",""
"Mozambique","2009","Female","87.9",""
"Mozambique","2009","Male","93.1",""
