"OID","Country or Area","Year","Description","Magnitude","Value"
"15861...ZF...","JAPAN","2009","GOVENMENT BOND YIELD","PERCENT PER ANNU","1.3425"
"15861...ZF...","JAPAN","2008","GOVENMENT BOND YIELD","PERCENT PER ANNU","1.44917"
"15861...ZF...","JAPAN","2007","GOVENMENT BOND YIELD","PERCENT PER ANNU","1.65292"
"15861...ZF...","JAPAN","2006","GOVENMENT BOND YIELD","PERCENT PER ANNU","1.73125"
"15861...ZF...","JAPAN","2005","GOVENMENT BOND YIELD","PERCENT PER ANNU","1.35958"
"15861...ZF...","JAPAN","2004","GOVENMENT BOND YIELD","PERCENT PER ANNU","1.49917"
"15861...ZF...","JAPAN","2003","GOVENMENT BOND YIELD","PERCENT PER ANNU","1.01167"
"15861...ZF...","JAPAN","2002","GOVENMENT BOND YIELD","PERCENT PER ANNU","1.25"
"15861...ZF...","JAPAN","2001","GOVENMENT BOND YIELD","PERCENT PER ANNU","1.32958"
"15861...ZF...","JAPAN","2000","GOVENMENT BOND YIELD","PERCENT PER ANNU","1.7475"
"54261...ZF...","KOREA, REPUBLIC OF","2009","YLD.ON NAT'L HOUSING BONDS,1&2","PERCENT PER ANNU","5.10083"
"54261...ZF...","KOREA, REPUBLIC OF","2008","YLD.ON NAT'L HOUSING BONDS,1&2","PERCENT PER ANNU","5.79083"
"54261...ZF...","KOREA, REPUBLIC OF","2007","YLD.ON NAT'L HOUSING BONDS,1&2","PERCENT PER ANNU","5.42917"
"54261...ZF...","KOREA, REPUBLIC OF","2006","YLD.ON NAT'L HOUSING BONDS,1&2","PERCENT PER ANNU","5.06583"
"54261...ZF...","KOREA, REPUBLIC OF","2005","YLD.ON NAT'L HOUSING BONDS,1&2","PERCENT PER ANNU","4.6625"
"54261...ZF...","KOREA, REPUBLIC OF","2004","YLD.ON NAT'L HOUSING BONDS,1&2","PERCENT PER ANNU","4.45333"
"54261...ZF...","KOREA, REPUBLIC OF","2003","YLD.ON NAT'L HOUSING BONDS,1&2","PERCENT PER ANNU","4.92833"
"54261...ZF...","KOREA, REPUBLIC OF","2002","YLD.ON NAT'L HOUSING BONDS,1&2","PERCENT PER ANNU","6.4675"
"54261...ZF...","KOREA, REPUBLIC OF","2001","YLD.ON NAT'L HOUSING BONDS,1&2","PERCENT PER ANNU","6.66083"
"54261...ZF...","KOREA, REPUBLIC OF","2000","YLD.ON NAT'L HOUSING BONDS,1&2","PERCENT PER ANNU","8.5025"
"94161...ZF...","LATVIA","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.43167"
"94161...ZF...","LATVIA","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.2825"
"94161...ZF...","LATVIA","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.13333"
"94161...ZF...","LATVIA","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.875"
"94161...ZF...","LATVIA","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.8575"
"94161...ZF...","LATVIA","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.90083"
"94161...ZF...","LATVIA","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.40833"
"94161...ZF...","LATVIA","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","7.57333"
"94661...ZF...","LITHUANIA","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","14.0042"
"94661...ZF...","LITHUANIA","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.6075"
"94661...ZF...","LITHUANIA","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.54583"
"94661...ZF...","LITHUANIA","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.08083"
"94661...ZF...","LITHUANIA","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.69833"
"94661...ZF...","LITHUANIA","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.5025"
"94661...ZF...","LITHUANIA","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.32167"
"94661...ZF...","LITHUANIA","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.0625"
"94661...ZF...","LITHUANIA","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","8.15333"
"13761...ZF...","LUXEMBOURG","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.22833"
"13761...ZF...","LUXEMBOURG","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.56"
"13761...ZF...","LUXEMBOURG","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.9175"
"13761...ZF...","LUXEMBOURG","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.36583"
"13761...ZF...","LUXEMBOURG","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.185"
"13761...ZF...","LUXEMBOURG","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.03083"
"13761...ZF...","LUXEMBOURG","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.7025"
"13761...ZF...","LUXEMBOURG","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.85833"
"13761...ZF...","LUXEMBOURG","2000","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.51833"
"54861...ZF...","MALAYSIA","2008","GOVERNMENT BONDS 5 YEARS","PERCENT PER ANNU","3.72917"
"54861...ZF...","MALAYSIA","2007","GOVERNMENT BONDS 5 YEARS","PERCENT PER ANNU","3.57192"
"54861...ZF...","MALAYSIA","2006","GOVERNMENT BONDS 5 YEARS","PERCENT PER ANNU","4.0065"
"54861...ZF...","MALAYSIA","2005","GOVERNMENT BONDS 5 YEARS","PERCENT PER ANNU","3.56817"
"54861...ZF...","MALAYSIA","2004","GOVERNMENT BONDS 5 YEARS","PERCENT PER ANNU","4.08767"
"54861...ZF...","MALAYSIA","2003","GOVERNMENT BONDS 5 YEARS","PERCENT PER ANNU","3.59833"
"54861...ZF...","MALAYSIA","2002","GOVERNMENT BONDS 5 YEARS","PERCENT PER ANNU","3.46733"
"54861...ZF...","MALAYSIA","2001","GOVERNMENT BONDS 5 YEARS","PERCENT PER ANNU","3.53667"
"54861...ZF...","MALAYSIA","2000","GOVERNMENT BONDS 5 YEARS","PERCENT PER ANNU","5.10683"
"18161...ZF...","MALTA","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.54167"
"18161...ZF...","MALTA","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.80833"
"18161...ZF...","MALTA","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.72417"
"18161...ZF...","MALTA","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.31833"
"18161...ZF...","MALTA","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.555"
"18161...ZF...","MALTA","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.685"
"18161...ZF...","MALTA","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.04167"
"18161...ZF...","MALTA","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.81917"
"18161...ZF...","MALTA","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.18833"
"27361...ZF...","MEXICO","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","7.79333"
"27361...ZF...","MEXICO","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","8.38833"
"27361...ZF...","MEXICO","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","9.4175"
"27361...ZF...","MEXICO","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","9.53833"
"27361...ZF...","MEXICO","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","8.98167"
"27361...ZF...","MEXICO","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","10.125"
"27361...ZF...","MEXICO","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","10.28"
"27361...ZF...","MEXICO","2000","GOVERNMENT BOND YIELD","PERCENT PER ANNU","15.8092"
"68661A..ZF...","MOROCCO","2007","5 YEAR TREASURY BOND YIELD","PERCENT PER ANNU","3.52167"
"68661A..ZF...","MOROCCO","2006","5 YEAR TREASURY BOND YIELD","PERCENT PER ANNU","3.59"
"68661...ZF...","MOROCCO","2006","15 YEAR TREASURY BOND YIELD","PERCENT PER ANNU","4.04"
"68661A..ZF...","MOROCCO","2005","5 YEAR TREASURY BOND YIELD","PERCENT PER ANNU","3.97167"
"68661...ZF...","MOROCCO","2005","15 YEAR TREASURY BOND YIELD","PERCENT PER ANNU","5.35083"
"68661A..ZF...","MOROCCO","2004","5 YEAR TREASURY BOND YIELD","PERCENT PER ANNU","4.255"
"68661...ZF...","MOROCCO","2004","15 YEAR TREASURY BOND YIELD","PERCENT PER ANNU","5.6675"
"68661A..ZF...","MOROCCO","2003","5 YEAR TREASURY BOND YIELD","PERCENT PER ANNU","4.7825"
"68661...ZF...","MOROCCO","2003","15 YEAR TREASURY BOND YIELD","PERCENT PER ANNU","6.16"
"68661A..ZF...","MOROCCO","2002","5 YEAR TREASURY BOND YIELD","PERCENT PER ANNU","5.595"
"68661...ZF...","MOROCCO","2002","15 YEAR TREASURY BOND YIELD","PERCENT PER ANNU","6.95"
"68661A..ZF...","MOROCCO","2001","5 YEAR TREASURY BOND YIELD","PERCENT PER ANNU","6.1875"
"68661...ZF...","MOROCCO","2001","15 YEAR TREASURY BOND YIELD","PERCENT PER ANNU","7.1225"
"68661A..ZF...","MOROCCO","2000","5 YEAR TREASURY BOND YIELD","PERCENT PER ANNU","6.14833"
"68661...ZF...","MOROCCO","2000","15 YEAR TREASURY BOND YIELD","PERCENT PER ANNU","6.9875"
"51861...ZF...","MYANMAR","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","12"
"51861...ZF...","MYANMAR","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","12"
"51861...ZF...","MYANMAR","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","12"
"51861...ZF...","MYANMAR","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","12"
"51861...ZF...","MYANMAR","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","9"
"51861...ZF...","MYANMAR","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","9"
"51861...ZF...","MYANMAR","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","9"
"51861...ZF...","MYANMAR","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","9"
"51861...ZF...","MYANMAR","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","9"
"51861...ZF...","MYANMAR","2000","GOVERNMENT BOND YIELD","PERCENT PER ANNU","9"
"72861...ZF...","NAMIBIA","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","10.02"
"72861...ZF...","NAMIBIA","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","10.02"
"72861...ZF...","NAMIBIA","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","10.02"
"72861...ZF...","NAMIBIA","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","9.6075"
"72861...ZF...","NAMIBIA","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","10.885"
"72861...ZF...","NAMIBIA","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","12.1071"
"72861...ZF...","NAMIBIA","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","12.7188"
"72861...ZF...","NAMIBIA","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","12.855"
"72861...ZF...","NAMIBIA","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","11.3867"
"72861...ZF...","NAMIBIA","2000","GOVERNMENT BOND YIELD","PERCENT PER ANNU","13.8058"
"55861...ZF...","NEPAL","2009","GOVT. SECURITIES DEV.-BONDS","PERCENT PER ANNU","6"
"55861...ZF...","NEPAL","2008","GOVT. SECURITIES DEV.-BONDS","PERCENT PER ANNU","6"
"55861...ZF...","NEPAL","2007","GOVT. SECURITIES DEV.-BONDS","PERCENT PER ANNU","6"
"55861...ZF...","NEPAL","2006","GOVT. SECURITIES DEV.-BONDS","PERCENT PER ANNU","6.125"
"55861...ZF...","NEPAL","2005","GOVT. SECURITIES DEV.-BONDS","PERCENT PER ANNU","6.5"
"55861...ZF...","NEPAL","2004","GOVT. SECURITIES DEV.-BONDS","PERCENT PER ANNU","6.625"
"55861...ZF...","NEPAL","2003","GOVT. SECURITIES DEV.-BONDS","PERCENT PER ANNU","7.5"
"55861...ZF...","NEPAL","2002","GOVT. SECURITIES DEV.-BONDS","PERCENT PER ANNU","8.25"
"55861...ZF...","NEPAL","2001","GOVT. SECURITIES DEV.-BONDS","PERCENT PER ANNU","8.5"
"55861...ZF...","NEPAL","2000","GOVT. SECURITIES DEV.-BONDS","PERCENT PER ANNU","8.5"
"13861...ZF...","NETHERLANDS","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.68667"
"13861...ZF...","NETHERLANDS","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.2275"
"13861...ZF...","NETHERLANDS","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.28667"
"13861...ZF...","NETHERLANDS","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.78083"
"13861...ZF...","NETHERLANDS","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.37417"
"13861...ZF...","NETHERLANDS","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.09417"
"13861...ZF...","NETHERLANDS","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.1225"
"13861...ZF...","NETHERLANDS","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.88917"
"13861...ZF...","NETHERLANDS","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.9575"
"13861...ZF...","NETHERLANDS","2000","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.40417"
"35361...ZF...","NETHERLANDS ANTILLES","2009","GOVT.BONDS YIELD(MEDIUM&LONG)","PERCENT PER ANNU","4.73333"
"35361...ZF...","NETHERLANDS ANTILLES","2008","GOVT.BONDS YIELD(MEDIUM&LONG)","PERCENT PER ANNU","5.66167"
"35361...ZF...","NETHERLANDS ANTILLES","2007","GOVT.BONDS YIELD(MEDIUM&LONG)","PERCENT PER ANNU","7.315"
"35361...ZF...","NETHERLANDS ANTILLES","2006","GOVT.BONDS YIELD(MEDIUM&LONG)","PERCENT PER ANNU","6.75333"
"35361...ZF...","NETHERLANDS ANTILLES","2005","GOVT.BONDS YIELD(MEDIUM&LONG)","PERCENT PER ANNU","6.45833"
"35361...ZF...","NETHERLANDS ANTILLES","2004","GOVT.BONDS YIELD(MEDIUM&LONG)","PERCENT PER ANNU","7.09167"
"35361...ZF...","NETHERLANDS ANTILLES","2003","GOVT.BONDS YIELD(MEDIUM&LONG)","PERCENT PER ANNU","6.715"
"35361...ZF...","NETHERLANDS ANTILLES","2002","GOVT.BONDS YIELD(MEDIUM&LONG)","PERCENT PER ANNU","8.20083"
"35361...ZF...","NETHERLANDS ANTILLES","2001","GOVT.BONDS YIELD(MEDIUM&LONG)","PERCENT PER ANNU","9"
"35361...ZF...","NETHERLANDS ANTILLES","2000","GOVT.BONDS YIELD(MEDIUM&LONG)","PERCENT PER ANNU","8.77083"
"19661...ZF...","NEW ZEALAND","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.66038"
"19661...ZF...","NEW ZEALAND","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.16943"
"19661...ZF...","NEW ZEALAND","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.80758"
"19661...ZF...","NEW ZEALAND","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.00769"
"19661...ZF...","NEW ZEALAND","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.97596"
"19661...ZF...","NEW ZEALAND","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.97885"
"19661...ZF...","NEW ZEALAND","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.51466"
"19661...ZF...","NEW ZEALAND","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.27767"
"19661...ZF...","NEW ZEALAND","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.12198"
"19661...ZF...","NEW ZEALAND","2000","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.8476"
"14261...ZF...","NORWAY","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.34667"
"14261...ZF...","NORWAY","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.78083"
"14261...ZF...","NORWAY","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.93417"
"14261...ZF...","NORWAY","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.28"
"14261...ZF...","NORWAY","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.6"
"14261...ZF...","NORWAY","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.50167"
"14261...ZF...","NORWAY","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.3275"
"14261...ZF...","NORWAY","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.31"
"14261...ZF...","NORWAY","2000","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.37917"
"56461...ZF...","PAKISTAN","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","11.66"
"56461...ZF...","PAKISTAN","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","9.5"
"56461...ZF...","PAKISTAN","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","8.46917"
"56461...ZF...","PAKISTAN","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.19175"
"56461...ZF...","PAKISTAN","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.63017"
"56461...ZF...","PAKISTAN","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.40751"
"56461...ZF...","PAKISTAN","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","7.92874"
"85361...ZF...","PAPUA NEW GUINEA","2009","INSCRIBED STOCK","PERCENT PER ANNU","11.66"
"85361...ZF...","PAPUA NEW GUINEA","2008","INSCRIBED STOCK","PERCENT PER ANNU","9.23833"
"85361...ZF...","PAPUA NEW GUINEA","2007","INSCRIBED STOCK","PERCENT PER ANNU","8.42167"
"85361...ZF...","PAPUA NEW GUINEA","2006","INSCRIBED STOCK","PERCENT PER ANNU","8.17"
"85361...ZF...","PAPUA NEW GUINEA","2005","INSCRIBED STOCK","PERCENT PER ANNU","7.995"
"56661...ZF...","PHILIPPINES","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.34025"
"56661...ZF...","PHILIPPINES","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","7.38375"
"56661...ZF...","PHILIPPINES","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","8.66"
"56661...ZF...","PHILIPPINES","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","10.27"
"56661...ZF...","PHILIPPINES","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","8.715"
"56661...ZF...","PHILIPPINES","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","8.68767"
"56661...ZF...","PHILIPPINES","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","13.3989"
"56661...ZF...","PHILIPPINES","2000","GOVERNMENT BOND YIELD","PERCENT PER ANNU","11.7673"
"96461...ZF...","POLAND","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.12"
"96461...ZF...","POLAND","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.07167"
"96461...ZF...","POLAND","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.48417"
"96461...ZF...","POLAND","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.23167"
"96461...ZF...","POLAND","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.21833"
"96461...ZF...","POLAND","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.89667"
"96461...ZF...","POLAND","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.7775"
"96461...ZF...","POLAND","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","7.35583"
"96461...ZF...","POLAND","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","10.6817"
"18261...ZF...","PORTUGAL","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.5225"
"18261...ZF...","PORTUGAL","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.42417"
"18261...ZF...","PORTUGAL","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.915"
"18261...ZF...","PORTUGAL","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.4375"
"18261...ZF...","PORTUGAL","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.14333"
"18261...ZF...","PORTUGAL","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.17833"
"18261...ZF...","PORTUGAL","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.00667"
"18261...ZF...","PORTUGAL","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.1575"
"18261...ZF...","PORTUGAL","2000","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.595"
"96861...ZF...","ROMANIA","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","9.69417"
"96861...ZF...","ROMANIA","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","7.69583"
"96861...ZF...","ROMANIA","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","7.13833"
"96861...ZF...","ROMANIA","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","7.23"
"92261...ZF...","RUSSIAN FEDERATION","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","10.0567"
"92261...ZF...","RUSSIAN FEDERATION","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","7.53417"
"92261...ZF...","RUSSIAN FEDERATION","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.5225"
"92261...ZF...","RUSSIAN FEDERATION","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.735"
"92261...ZF...","RUSSIAN FEDERATION","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","7.84333"
"86261...ZF...","SAMOA","2006","GOVERNMENT BOND YIELD (7 YRS)","PERCENT PER ANNU","13.5"
"86261...ZF...","SAMOA","2005","GOVERNMENT BOND YIELD (7 YRS)","PERCENT PER ANNU","13.5"
"86261...ZF...","SAMOA","2004","GOVERNMENT BOND YIELD (7 YRS)","PERCENT PER ANNU","13.5"
"86261...ZF...","SAMOA","2003","GOVERNMENT BOND YIELD (7 YRS)","PERCENT PER ANNU","13.5"
"86261...ZF...","SAMOA","2002","GOVERNMENT BOND YIELD (7 YRS)","PERCENT PER ANNU","13.5"
"86261...ZF...","SAMOA","2001","GOVERNMENT BOND YIELD (7 YRS)","PERCENT PER ANNU","13.5"
"86261...ZF...","SAMOA","2000","GOVERNMENT BOND YIELD (7 YRS)","PERCENT PER ANNU","13.5"
"71861...ZF...","SEYCHELLES","2009","GOVERNMENT BOND RATE","PERCENT PER ANNU","7.3214"
"71861...ZF...","SEYCHELLES","2008","GOVERNMENT BOND RATE","PERCENT PER ANNU","7.32"
"71861...ZF...","SEYCHELLES","2007","GOVERNMENT BOND RATE","PERCENT PER ANNU","7.13889"
"71861...ZF...","SEYCHELLES","2006","GOVERNMENT BOND RATE","PERCENT PER ANNU","6.89"
"71861...ZF...","SEYCHELLES","2005","GOVERNMENT BOND RATE","PERCENT PER ANNU","6"
"71861...ZF...","SEYCHELLES","2004","GOVERNMENT BOND RATE","PERCENT PER ANNU","6.58"
"71861...ZF...","SEYCHELLES","2003","GOVERNMENT BOND RATE","PERCENT PER ANNU","5.96"
"71861...ZF...","SEYCHELLES","2002","GOVERNMENT BOND RATE","PERCENT PER ANNU","8.25"
"71861...ZF...","SEYCHELLES","2001","GOVERNMENT BOND RATE","PERCENT PER ANNU","8.13"
"71861...ZF...","SEYCHELLES","2000","GOVERNMENT BOND RATE","PERCENT PER ANNU","8.22"
"93661...ZF...","SLOVAK REPUBLIC","2008","GOVT.BOND YIELD","PERCENT PER ANNU","4.72333"
"93661...ZF...","SLOVAK REPUBLIC","2007","GOVT.BOND YIELD","PERCENT PER ANNU","4.49083"
"93661...ZF...","SLOVAK REPUBLIC","2006","GOVT.BOND YIELD","PERCENT PER ANNU","4.41167"
"93661...ZF...","SLOVAK REPUBLIC","2005","GOVT.BOND YIELD","PERCENT PER ANNU","3.52167"
"93661...ZF...","SLOVAK REPUBLIC","2004","GOVT.BOND YIELD","PERCENT PER ANNU","5.02583"
"93661...ZF...","SLOVAK REPUBLIC","2003","GOVT.BOND YIELD","PERCENT PER ANNU","4.98583"
"93661...ZF...","SLOVAK REPUBLIC","2002","GOVT.BOND YIELD","PERCENT PER ANNU","6.935"
"93661...ZF...","SLOVAK REPUBLIC","2001","GOVT.BOND YIELD","PERCENT PER ANNU","8.0425"
"93661...ZF...","SLOVAK REPUBLIC","2000","GOVT.BOND YIELD","PERCENT PER ANNU","8.34"
"96161...ZF...","SLOVENIA","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.375"
"96161...ZF...","SLOVENIA","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.60667"
"96161...ZF...","SLOVENIA","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.52917"
"96161...ZF...","SLOVENIA","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.85333"
"96161...ZF...","SLOVENIA","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.80667"
"96161...ZF...","SLOVENIA","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.68333"
"96161...ZF...","SLOVENIA","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.40167"
"81361...ZF...","SOLOMON ISLANDS","2009","COUPON RATE ON L.T.DEVELPT BONDS","PERCENT PER ANNU","3.24"
"81361...ZF...","SOLOMON ISLANDS","2008","COUPON RATE ON L.T.DEVELPT BONDS","PERCENT PER ANNU","3.24"
"81361...ZF...","SOLOMON ISLANDS","2007","COUPON RATE ON L.T.DEVELPT BONDS","PERCENT PER ANNU","3.24118"
"81361...ZF...","SOLOMON ISLANDS","2006","COUPON RATE ON L.T.DEVELPT BONDS","PERCENT PER ANNU","3.24354"
"81361...ZF...","SOLOMON ISLANDS","2005","COUPON RATE ON L.T.DEVELPT BONDS","PERCENT PER ANNU","2.99354"
"81361...ZF...","SOLOMON ISLANDS","2004","COUPON RATE ON L.T.DEVELPT BONDS","PERCENT PER ANNU","4.59654"
"81361...ZF...","SOLOMON ISLANDS","2003","COUPON RATE ON L.T.DEVELPT BONDS","PERCENT PER ANNU","6.95154"
"81361...ZF...","SOLOMON ISLANDS","2002","COUPON RATE ON L.T.DEVELPT BONDS","PERCENT PER ANNU","6.95154"
"81361...ZF...","SOLOMON ISLANDS","2001","COUPON RATE ON L.T.DEVELPT BONDS","PERCENT PER ANNU","6.95154"
"81361...ZF...","SOLOMON ISLANDS","2000","COUPON RATE ON L.T.DEVELPT BONDS","PERCENT PER ANNU","6.95154"
"19961...ZF...","SOUTH AFRICA","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","8.70333"
"19961...ZF...","SOUTH AFRICA","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","9.1"
"19961...ZF...","SOUTH AFRICA","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","7.985"
