,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exchange Rates selected indicators,,,,,,,,,,,,,,,,,,,,,,,,,
,"Goods, Value of Imports, Cost, Insurance, Freight (CIF), US Dollars",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Source: International Financial Statistics (IFS),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,India,Millions,,"51,523.00","50,392.00","56,517.00","72,558.00","99,775.00","142,865.00","178,410.00","229,372.00","321,031.00","257,201.00","350,234.00","464,463.00","489,694.00","465,398.00","462,910.00","394,131.00","361,649.00","449,925.00","514,464.00","486,059.00","373,202.00","573,092.00","723,513.00"
,Indonesia,Millions,,"43,595.00","37,534.00","38,340.00","42,196.00","54,877.00","75,533.00","80,658.00","93,101.00","127,601.00","94,546.00","135,664.00","177,435.00","191,693.00","186,628.00","178,180.00","142,695.00","135,654.00","156,925.00","188,708.00","171,274.00","141,620.00","196,190.00",...
,"Iran, Islamic Rep. of",Millions,,"13,898.00","16,709.00","20,617.00","24,798.00","31,976.00","40,041.00","40,772.00","44,942.00","57,401.00","50,768.00","65,404.00","61,760.00","57,292.00","46,571.00","55,106.00","44,937.00","43,080.00","49,499.00","49,353.00","41,828.00","38,757.00","48,978.00",...
,Iraq,Millions,,"13,210.00","13,120.00","9,817.00","9,934.00","21,302.00","23,532.00","20,892.00","21,516.00","33,000.00","38,437.00","43,915.00","47,803.00","59,006.00","65,104.00","59,990.00","58,517.00","44,116.00","48,506.00","56,876.00","72,283.00","54,725.00","66,217.00",...
,Ireland,Millions,,"51,041.00","50,556.00","52,399.00","53,886.00","61,814.00","68,531.00","73,143.00","83,906.00","84,131.00","62,494.00","63,253.00","73,013.00","70,575.00","73,445.00","82,017.00","76,976.00","81,184.00","93,198.00","107,669.00","101,103.00","99,824.00","120,316.00",...
,Israel,Millions,,"37,686.00","35,449.00","35,517.00","36,303.00","42,864.00","44,944.00","47,320.00","56,105.00","64,532.00","46,928.00","58,705.00","72,749.00","72,271.00","71,102.00","71,480.00","62,066.00","65,812.00","69,127.00","76,596.00","76,591.00","69,259.00","92,155.00",...
,Italy,Millions,,"238,757.00","236,220.00","247,015.00","297,519.00","355,301.00","384,578.00","442,601.00","511,869.00","563,106.00","414,864.00","486,930.00","558,937.00","489,105.00","479,344.00","474,394.00","410,919.00","406,787.00","453,123.00","503,240.00","475,006.00","426,867.00","567,421.00",...
,Jamaica,Millions,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"5,847.29","5,033.53","4,851.13","5,533.49","6,126.01","6,403.38","4,765.48","5,975.62",...
,Japan,Millions,,"379,511.00","349,089.00","337,194.00","382,930.00","454,542.00","514,921.00","579,042.00","622,136.00","762,589.00","551,961.00","694,051.00","854,997.00","886,037.00","832,341.00","812,209.00","648,117.00","607,728.00","672,095.00","748,486.00","720,955.00","635,460.00","768,975.00","897,241.00"
,Jordan,Millions,,"4,597.00","4,871.00","5,076.00","5,743.00","8,179.00","10,507.00","11,459.00","13,626.00","16,994.00","14,237.00","15,564.00","18,929.00","20,751.00","22,066.00","22,931.00","20,475.00","19,325.00","20,498.00","20,310.00","19,170.00","17,232.00","21,542.00",...
